Cód.,Município,Salario
4120853,Quatro Pontes (PR),2254.8
4120903,Quedas do Iguaçu (PR),1961.69
4121000,Querência do Norte (PR),1975.95
4121109,Quinta do Sol (PR),2021.83
4121208,Quitandinha (PR),2146.4
4121257,Ramilândia (PR),2204.9
4121307,Rancho Alegre (PR),1871.05
4121356,Rancho Alegre D'Oeste (PR),2367.23
4121406,Realeza (PR),1906.26
4121505,Rebouças (PR),2221.99
4121604,Renascença (PR),2223.89
4121703,Reserva (PR),1918.91
4121752,Reserva do Iguaçu (PR),2030.29
4121802,Ribeirão Claro (PR),2178.1
4121901,Ribeirão do Pinhal (PR),1910.81
4122008,Rio Azul (PR),2210.58
4122107,Rio Bom (PR),1653.57
4122156,Rio Bonito do Iguaçu (PR),1963.98
4122172,Rio Branco do Ivaí (PR),1885.25
4122206,Rio Branco do Sul (PR),2492.17
4122305,Rio Negro (PR),2252.07
4122404,Rolândia (PR),2170.96
4122503,Roncador (PR),2136.86
4122602,Rondon (PR),1913.46
4122651,Rosário do Ivaí (PR),1682.06
4122701,Sabáudia (PR),1968.46
4122800,Salgado Filho (PR),1579.73
4122909,Salto do Itararé (PR),1326.23
4123006,Salto do Lontra (PR),1736.46
4123105,Santa Amélia (PR),2201.35
4123204,Santa Cecília do Pavão (PR),1876.01
4123303,Santa Cruz de Monte Castelo (PR),1777.73
4123402,Santa Fé (PR),1770.33
4123501,Santa Helena (PR),2286.97
4123600,Santa Inês (PR),2009.88
4123709,Santa Isabel do Ivaí (PR),1833.2
4123808,Santa Izabel do Oeste (PR),1824.83
4123824,Santa Lúcia (PR),1980.33
4123857,Santa Maria do Oeste (PR),2064.49
4123907,Santa Mariana (PR),2050.78
4123956,Santa Mônica (PR),1783.82
4124004,Santana do Itararé (PR),1646.85
4124020,Santa Tereza do Oeste (PR),2002.69
4124053,Santa Terezinha de Itaipu (PR),1974.95
4124103,Santo Antônio da Platina (PR),1790.42
4124202,Santo Antônio do Caiuá (PR),1841.3
4124301,Santo Antônio do Paraíso (PR),1964.36
4124400,Santo Antônio do Sudoeste (PR),1762.17
4124509,Santo Inácio (PR),2310.67
4124608,São Carlos do Ivaí (PR),2919.82
4124707,São Jerônimo da Serra (PR),2098.08
4124806,São João (PR),1654.78
4124905,São João do Caiuá (PR),1874.24
4125001,São João do Ivaí (PR),1852.06
4125100,São João do Triunfo (PR),2227.33
4125209,São Jorge d'Oeste (PR),1734.54
4125308,São Jorge do Ivaí (PR),2310.84
4125357,São Jorge do Patrocínio (PR),1899.76
4125407,São José da Boa Vista (PR),1513.56
4125456,São José das Palmeiras (PR),1930.14
4125506,São José dos Pinhais (PR),3207.76
4125555,São Manoel do Paraná (PR),1770.28
4125605,São Mateus do Sul (PR),2787.53
4125704,São Miguel do Iguaçu (PR),2146.7
4125753,São Pedro do Iguaçu (PR),2200.27
4125803,São Pedro do Ivaí (PR),2031.68
4125902,São Pedro do Paraná (PR),2107.89
4126009,São Sebastião da Amoreira (PR),1796.34
4126108,São Tomé (PR),1932.99
4126207,Sapopema (PR),1971.36
4126256,Sarandi (PR),2168.81
4126272,Saudade do Iguaçu (PR),2643.34
4126306,Sengés (PR),2141.92
4126355,Serranópolis do Iguaçu (PR),2254.08
4126405,Sertaneja (PR),2233.24
4126504,Sertanópolis (PR),2208.36
4126603,Siqueira Campos (PR),1607.22
4126652,Sulina (PR),2336.22
4126678,Tamarana (PR),2231.08
4126702,Tamboara (PR),2131.39
4126801,Tapejara (PR),1941.47
4126900,Tapira (PR),1781.84
4127007,Teixeira Soares (PR),2146.71
4127106,Telêmaco Borba (PR),3219.1
4127205,Terra Boa (PR),1748.54
4127304,Terra Rica (PR),1978.1
4127403,Terra Roxa (PR),1812.95
4127502,Tibagi (PR),2277.16
4127601,Tijucas do Sul (PR),2040.8
4127700,Toledo (PR),2354.62
4127809,Tomazina (PR),1825.89
4127858,Três Barras do Paraná (PR),2304.35
4127882,Tunas do Paraná (PR),1864.45
4127908,Tuneiras do Oeste (PR),1764.54
4127957,Tupãssi (PR),2209.94
4127965,Turvo (PR),1980.9
4128005,Ubiratã (PR),1835.6
4128104,Umuarama (PR),2087.2
4128203,União da Vitória (PR),2185.65
4128302,Uniflor (PR),1692.52
4128401,Uraí (PR),1890.42
4128500,Wenceslau Braz (PR),1852.15
4128534,Ventania (PR),1958.31
4128559,Vera Cruz do Oeste (PR),1880.9
4128609,Verê (PR),1913.85
4128625,Alto Paraíso (PR),2321.49
4128633,Doutor Ulysses (PR),1877.96
4128658,Virmond (PR),1857.4
4128708,Vitorino (PR),2211.05
4128807,Xambrê (PR),1690.68
4200051,Abdon Batista (SC),2441.18
4200101,Abelardo Luz (SC),2127.26
4200200,Agrolândia (SC),2138.77
4200309,Agronômica (SC),2055.39
4200408,Água Doce (SC),2457.39
4200507,Águas de Chapecó (SC),2107.75
4200556,Águas Frias (SC),2618.09
4200606,Águas Mornas (SC),2048.81
4200705,Alfredo Wagner (SC),1759.73
4200754,Alto Bela Vista (SC),2261.82
4200804,Anchieta (SC),1920.15
4200903,Angelina (SC),1969.7
4201000,Anita Garibaldi (SC),1798.9
4201109,Anitápolis (SC),1869.07
4201208,Antônio Carlos (SC),2528.31
4201257,Apiúna (SC),2115.03
4201273,Arabutã (SC),2278.02
4201307,Araquari (SC),2523.79
4201406,Araranguá (SC),2048.78
4201505,Armazém (SC),1648.71
4201604,Arroio Trinta (SC),2000.65
4201653,Arvoredo (SC),1871.58
4201703,Ascurra (SC),1860.7
4201802,Atalanta (SC),2240.04
4201901,Aurora (SC),2268.45
4201950,Balneário Arroio do Silva (SC),1720.1
4202008,Balneário Camboriú (SC),2396.6
4202057,Balneário Barra do Sul (SC),2312.4
4202073,Balneário Gaivota (SC),1803.32
4202081,Bandeirante (SC),2351.62
4202099,Barra Bonita (SC),2194.81
4202107,Barra Velha (SC),2177.52
4202131,Bela Vista do Toldo (SC),1833.32
4202156,Belmonte (SC),2265.38
4202206,Benedito Novo (SC),2046.81
4202305,Biguaçu (SC),2367.21
4202404,Blumenau (SC),2804.11
4202438,Bocaina do Sul (SC),1722
4202453,Bombinhas (SC),2020.64
4202503,Bom Jardim da Serra (SC),1784.47
4202537,Bom Jesus (SC),2161.4
4202578,Bom Jesus do Oeste (SC),2174.33
4202602,Bom Retiro (SC),1778.36
4202701,Botuverá (SC),2660.26
4202800,Braço do Norte (SC),1947.68
4202859,Braço do Trombudo (SC),2510.85
4202875,Brunópolis (SC),1915.47
4202909,Brusque (SC),2339.54
4203006,Caçador (SC),2340.32
4203105,Caibi (SC),2145.18
4203154,Calmon (SC),1654.15
4203204,Camboriú (SC),2223.18
4203253,Capão Alto (SC),2126.69
4203303,Campo Alegre (SC),2118.32
4203402,Campo Belo do Sul (SC),1822.49
4203501,Campo Erê (SC),1849.87
4203600,Campos Novos (SC),2340.82
4203709,Canelinha (SC),1808.92
4203808,Canoinhas (SC),2138.98
4203907,Capinzal (SC),2195.55
4203956,Capivari de Baixo (SC),2653.68
4204004,Catanduvas (SC),2217.27
4204103,Caxambu do Sul (SC),2309.16
4204152,Celso Ramos (SC),1936.8
4204178,Cerro Negro (SC),1869.53
4204194,Chapadão do Lageado (SC),2011.64
4204202,Chapecó (SC),2711.24
4204251,Cocal do Sul (SC),2588.7
4204301,Concórdia (SC),2422.12
4204350,Cordilheira Alta (SC),2416.24
4204400,Coronel Freitas (SC),2032.55
4204459,Coronel Martins (SC),2170.7
4204509,Corupá (SC),2279.08
4204558,Correia Pinto (SC),2610.25
4204608,Criciúma (SC),2524.21
4204707,Cunha Porã (SC),2184.81
4204756,Cunhataí (SC),1752.96
4204806,Curitibanos (SC),2175.05
4204905,Descanso (SC),1905.27
4205001,Dionísio Cerqueira (SC),1928.23
4205100,Dona Emma (SC),1767.14
4205159,Doutor Pedrinho (SC),1848.44
4205175,Entre Rios (SC),1854.05
4205191,Ermo (SC),1824.72
4205209,Erval Velho (SC),1835
4205308,Faxinal dos Guedes (SC),2327.54
4205357,Flor do Sertão (SC),2223.6
4205407,Florianópolis (SC),4553.01
4205431,Formosa do Sul (SC),2168.7
4205456,Forquilhinha (SC),2189.7
4205506,Fraiburgo (SC),2027.73
4205555,Frei Rogério (SC),1998.5
4205605,Galvão (SC),2113.72
4205704,Garopaba (SC),2034.31
4205803,Garuva (SC),2355.84
4205902,Gaspar (SC),2331.72
4206009,Governador Celso Ramos (SC),2103.42
4206108,Grão-Pará (SC),1792.94
4206207,Gravatal (SC),1850.85
4206306,Guabiruba (SC),2334.32
4206405,Guaraciaba (SC),1799.61
4206504,Guaramirim (SC),2561.78
4206603,Guarujá do Sul (SC),1856.26
4206652,Guatambú (SC),2179.52
4206702,Herval d'Oeste (SC),1862.22
4206751,Ibiam (SC),2595.24
4206801,Ibicaré (SC),2457.73
4206900,Ibirama (SC),1975.49
4207007,Içara (SC),2495.61
4207106,Ilhota (SC),1938.21
4207205,Imaruí (SC),1643.33
4207304,Imbituba (SC),2197.93
4207403,Imbuia (SC),1991.88
4207502,Indaial (SC),2216.2
4207577,Iomerê (SC),2143.22
4207601,Ipira (SC),2076.97
4207650,Iporã do Oeste (SC),1923.95
4207684,Ipuaçu (SC),2229.28
4207700,Ipumirim (SC),1761.98
4207759,Iraceminha (SC),2124.22
4207809,Irani (SC),2030.05
4207858,Irati (SC),1949.47
4207908,Irineópolis (SC),2155.42
4208005,Itá (SC),2535.66
4208104,Itaiópolis (SC),1709.72
4208203,Itajaí (SC),2929.37
4208302,Itapema (SC),2117.13
4208401,Itapiranga (SC),1875.86
4208450,Itapoá (SC),2950.7
4208500,Ituporanga (SC),2080.51
4208609,Jaborá (SC),1914.81
4208708,Jacinto Machado (SC),2108.92
4208807,Jaguaruna (SC),2143.49
4208906,Jaraguá do Sul (SC),3057.06
4208955,Jardinópolis (SC),2211.11
4209003,Joaçaba (SC),2525.11
4209102,Joinville (SC),2736.59
4209151,José Boiteux (SC),1736.01
4209177,Jupiá (SC),2090.42
4209201,Lacerdópolis (SC),2402.7
4209300,Lages (SC),2174.54
4209409,Laguna (SC),1925.05
4209458,Lajeado Grande (SC),2187.64
4209508,Laurentino (SC),2106.59
4209607,Lauro Müller (SC),2515.89
4209706,Lebon Régis (SC),1901.72
4209805,Leoberto Leal (SC),2112.52
4209854,Lindóia do Sul (SC),1914.27
4209904,Lontras (SC),2002.92
4210001,Luiz Alves (SC),2015.9
4210035,Luzerna (SC),2451.32
4210050,Macieira (SC),1845.2
4210100,Mafra (SC),2206.96
4210209,Major Gercino (SC),1699.09
4210308,Major Vieira (SC),3373.52
4210407,Maracajá (SC),1980.23
4210506,Maravilha (SC),2135.42
4210555,Marema (SC),2340.64
4210605,Massaranduba (SC),2244.57
4210704,Matos Costa (SC),1662.86
4210803,Meleiro (SC),2099.08
4210852,Mirim Doce (SC),1713.16
4210902,Modelo (SC),1848.5
4211009,Mondaí (SC),2015.37
4211058,Monte Carlo (SC),1842.15
4211108,Monte Castelo (SC),1663.85
4211207,Morro da Fumaça (SC),2265.43
4211256,Morro Grande (SC),1942.43
4211306,Navegantes (SC),2509.92
4211405,Nova Erechim (SC),1931.88
4211454,Nova Itaberaba (SC),2373.22
4211504,Nova Trento (SC),1937.44
4211603,Nova Veneza (SC),2111.85
4211652,Novo Horizonte (SC),2044.98
4211702,Orleans (SC),2231.94
4211751,Otacílio Costa (SC),2720.79
4211801,Ouro (SC),1894.51
4211850,Ouro Verde (SC),2389.55
4211876,Paial (SC),2682.84
4211892,Painel (SC),1995.32
4211900,Palhoça (SC),2245.97
4212007,Palma Sola (SC),1989.31
4212056,Palmeira (SC),2103.81
4212106,Palmitos (SC),2275.54
4212205,Papanduva (SC),1947.04
4212239,Paraíso (SC),1818.08
4212254,Passo de Torres (SC),1970.85
4212270,Passos Maia (SC),1746.41
4212304,Paulo Lopes (SC),2031.65
4212403,Pedras Grandes (SC),1803.8
4212502,Penha (SC),2133.66
4212601,Peritiba (SC),2092.01
4212650,Pescaria Brava (SC),1908.35
4212700,Petrolândia (SC),1923.73
4212809,Balneário Piçarras (SC),2299.78
4212908,Pinhalzinho (SC),2199.18
4213005,Pinheiro Preto (SC),2128.49
4213104,Piratuba (SC),2063.51
4213153,Planalto Alegre (SC),3221.53
4213203,Pomerode (SC),2734.97
4213302,Ponte Alta (SC),1791.28
4213351,Ponte Alta do Norte (SC),1776
4213401,Ponte Serrada (SC),1875.02
4213500,Porto Belo (SC),2039.63
4213609,Porto União (SC),1925.4
4213708,Pouso Redondo (SC),2081.96
4213807,Praia Grande (SC),1833.14
4213906,Presidente Castello Branco (SC),2166.27
4214003,Presidente Getúlio (SC),1855.52
4214102,Presidente Nereu (SC),1785.82
4214151,Princesa (SC),1807.57
4214201,Quilombo (SC),2266.2
4214300,Rancho Queimado (SC),2678.58
4214409,Rio das Antas (SC),1828.63
4214508,Rio do Campo (SC),1925.41
4214607,Rio do Oeste (SC),1888.79
4214706,Rio dos Cedros (SC),1870.46
4214805,Rio do Sul (SC),2519.88
4214904,Rio Fortuna (SC),1876.52
4215000,Rio Negrinho (SC),2017.57
4215059,Rio Rufino (SC),1815.66
4215075,Riqueza (SC),2071.92
4215109,Rodeio (SC),1884.05
4215208,Romelândia (SC),2171.3
4215307,Salete (SC),2045.85
4215356,Saltinho (SC),1895
4215406,Salto Veloso (SC),2093.95
4215455,Sangão (SC),1735.55
4215505,Santa Cecília (SC),2013.84
4215554,Santa Helena (SC),2114.05
4215604,Santa Rosa de Lima (SC),1918.82
4215653,Santa Rosa do Sul (SC),1844.34
4215679,Santa Terezinha (SC),1965.34
4215687,Santa Terezinha do Progresso (SC),1934
4215695,Santiago do Sul (SC),2318.11
4215703,Santo Amaro da Imperatriz (SC),2053.35
4215752,São Bernardino (SC),2026.38
4215802,São Bento do Sul (SC),2274.87
4215901,São Bonifácio (SC),1857.13
4216008,São Carlos (SC),1998.5
4216057,São Cristóvão do Sul (SC),1980.75
4216107,São Domingos (SC),1900.08
4216206,São Francisco do Sul (SC),3431.52
4216255,São João do Oeste (SC),2061.35
4216305,São João Batista (SC),1895.91
4216354,São João do Itaperiú (SC),2102.2
4216404,São João do Sul (SC),1867.67
4216503,São Joaquim (SC),1841.12
4216602,São José (SC),2325.29
4216701,São José do Cedro (SC),1805.71
4216800,São José do Cerrito (SC),1943.14
4216909,São Lourenço do Oeste (SC),2349.14
4217006,São Ludgero (SC),2464.79
4217105,São Martinho (SC),1828.37
4217154,São Miguel da Boa Vista (SC),2811.12
4217204,São Miguel do Oeste (SC),2348.51
4217253,São Pedro de Alcântara (SC),2062.33
4217303,Saudades (SC),2023.95
4217402,Schroeder (SC),2362.04
4217501,Seara (SC),1949.17
4217550,Serra Alta (SC),1840.4
4217600,Siderópolis (SC),2235.91
4217709,Sombrio (SC),1877.74
4217758,Sul Brasil (SC),1824.8
4217808,Taió (SC),2101.71
4217907,Tangará (SC),2304.71
4217956,Tigrinhos (SC),2309.92
4218004,Tijucas (SC),2748.48
4218103,Timbé do Sul (SC),1872.86
4218202,Timbó (SC),2281.68
4218251,Timbó Grande (SC),1686.06
4218301,Três Barras (SC),2780.8
4218350,Treviso (SC),3321.89
4218400,Treze de Maio (SC),1636.73
4218509,Treze Tílias (SC),2547.31
4218608,Trombudo Central (SC),2322.42
4218707,Tubarão (SC),2366.46
4218756,Tunápolis (SC),1975.41
4218806,Turvo (SC),2098.47
4218855,União do Oeste (SC),2464.79
4218905,Urubici (SC),1838.89
4218954,Urupema (SC),1890.73
4219002,Urussanga (SC),2434.69
4219101,Vargeão (SC),2144.67
4219150,Vargem (SC),1798.43
4219176,Vargem Bonita (SC),3401.23
4219200,Vidal Ramos (SC),2455.79
4219309,Videira (SC),2282.18
4219358,Vitor Meireles (SC),1810.08
4219408,Witmarsum (SC),1975.18
4219507,Xanxerê (SC),2325.91
4219606,Xavantina (SC),2439.92
4219705,Xaxim (SC),2162.88
4219853,Zortéa (SC),2151.69
4220000,Balneário Rincão (SC),1863.6
4300034,Aceguá (RS),2410.99
4300059,Água Santa (RS),2656.14
4300109,Agudo (RS),2079.03
4300208,Ajuricaba (RS),2116.29
4300307,Alecrim (RS),2069.61
4300406,Alegrete (RS),2150.02
4300455,Alegria (RS),2269.49
4300471,Almirante Tamandaré do Sul (RS),2722.87
4300505,Alpestre (RS),2425.54
4300554,Alto Alegre (RS),2836.17
4300570,Alto Feliz (RS),2092.11
4300604,Alvorada (RS),2252.57
4300638,Amaral Ferrador (RS),1793.53
4300646,Ametista do Sul (RS),1767.2
4300661,André da Rocha (RS),2540.73
4300703,Anta Gorda (RS),2086.46
4300802,Antônio Prado (RS),2275.41
4300851,Arambaré (RS),2123.1
4300877,Araricá (RS),1893.93
4300901,Aratiba (RS),2733.56
4301008,Arroio do Meio (RS),2081.94
4301057,Arroio do Sal (RS),2009.94
4301073,Arroio do Padre (RS),1984.4
4301107,Arroio dos Ratos (RS),2134.54
4301206,Arroio do Tigre (RS),1764.01
4301305,Arroio Grande (RS),2130.45
4301404,Arvorezinha (RS),1938.23
4301503,Augusto Pestana (RS),2393.9
4301552,Áurea (RS),2018.44
4301602,Bagé (RS),2808.84
4301636,Balneário Pinhal (RS),2057.7
4301651,Barão (RS),2411.43
4301701,Barão de Cotegipe (RS),1930.26
4301750,Barão do Triunfo (RS),2573.55
4301800,Barracão (RS),2176.98
4301859,Barra do Guarita (RS),2000.55
4301875,Barra do Quaraí (RS),1799.67
4301909,Barra do Ribeiro (RS),2017.07
4301925,Barra do Rio Azul (RS),2660.88
4301958,Barra Funda (RS),2354.81
4302006,Barros Cassal (RS),1886.29
4302055,Benjamin Constant do Sul (RS),2105.32
4302105,Bento Gonçalves (RS),3020.08
4302154,Boa Vista das Missões (RS),2227.28
4302204,Boa Vista do Buricá (RS),1823.29
4302220,Boa Vista do Cadeado (RS),2892.22
4302238,Boa Vista do Incra (RS),2185.81
4302253,Boa Vista do Sul (RS),2791.91
4302303,Bom Jesus (RS),1859.38
4302352,Bom Princípio (RS),1965.49
4302378,Bom Progresso (RS),1976.8
4302402,Bom Retiro do Sul (RS),1773.77
4302451,Boqueirão do Leão (RS),2026.26
4302501,Bossoroca (RS),2431.9
4302584,Bozano (RS),2948.66
4302600,Braga (RS),2008.38
4302659,Brochier (RS),1874.1
4302709,Butiá (RS),2457.32
4302808,Caçapava do Sul (RS),2301.27
4302907,Cacequi (RS),2105.7
4303004,Cachoeira do Sul (RS),2185.99
4303103,Cachoeirinha (RS),2453.32
4303202,Cacique Doble (RS),1984.62
4303301,Caibaté (RS),2662.33
4303400,Caiçara (RS),2086.98
4303509,Camaquã (RS),2234.98
4303558,Camargo (RS),2389.4
4303608,Cambará do Sul (RS),2031.5
4303673,Campestre da Serra (RS),2397.19
4303707,Campina das Missões (RS),2051.49
4303806,Campinas do Sul (RS),2411.21
4303905,Campo Bom (RS),2452.92
4304002,Campo Novo (RS),2243.85
4304101,Campos Borges (RS),1919.38
4304200,Candelária (RS),1969.51
4304309,Cândido Godói (RS),2326
4304358,Candiota (RS),3998.58
4304408,Canela (RS),2387.19
4304507,Canguçu (RS),2144.99
4304606,Canoas (RS),3024.57
4304614,Canudos do Vale (RS),2340.33
4304622,Capão Bonito do Sul (RS),2951.41
4304630,Capão da Canoa (RS),2126.28
4304655,Capão do Cipó (RS),3062.37
4304663,Capão do Leão (RS),2196.93
4304671,Capivari do Sul (RS),2361.98
4304689,Capela de Santana (RS),1988.74
4304697,Capitão (RS),1804.21
4304705,Carazinho (RS),2363.89
4304713,Caraá (RS),1556.8
4304804,Carlos Barbosa (RS),3156.84
4304853,Carlos Gomes (RS),2089.19
4304903,Casca (RS),2146.91
4304952,Caseiros (RS),2224.85
4305009,Catuípe (RS),1973.37
4305108,Caxias do Sul (RS),2950.57
4305116,Centenário (RS),2309.8
4305124,Cerrito (RS),1974.49
4305132,Cerro Branco (RS),2256.87
4305157,Cerro Grande (RS),1964.06
4305173,Cerro Grande do Sul (RS),2083.83
4305207,Cerro Largo (RS),2343.59
4305306,Chapada (RS),2032.85
4305355,Charqueadas (RS),2759.57
4305371,Charrua (RS),2495.89
4305405,Chiapetta (RS),1982.47
4305439,Chuí (RS),1709.58
4305447,Chuvisca (RS),2299.53
4305454,Cidreira (RS),1956.95
4305504,Ciríaco (RS),1896.6
4305587,Colinas (RS),2024.92
4305603,Colorado (RS),2713.61
4305702,Condor (RS),2420.51
4305801,Constantina (RS),1850.49
4305835,Coqueiro Baixo (RS),2514.57
4305850,Coqueiros do Sul (RS),2428.12
4305871,Coronel Barros (RS),2673.28
4305900,Coronel Bicaco (RS),2191.67
4305934,Coronel Pilar (RS),2954.51
4305959,Cotiporã (RS),2210.27
4305975,Coxilha (RS),3127.56
4306007,Crissiumal (RS),1872.71
4306056,Cristal (RS),2179.05
4306072,Cristal do Sul (RS),1869.59
4306106,Cruz Alta (RS),2339.98
4306130,Cruzaltense (RS),2360.57
4306205,Cruzeiro do Sul (RS),2322.25
4306304,David Canabarro (RS),1936.21
4306320,Derrubadas (RS),2305
4306353,Dezesseis de Novembro (RS),2448.69
4306379,Dilermando de Aguiar (RS),2804.07
4306403,Dois Irmãos (RS),2242.01
4306429,Dois Irmãos das Missões (RS),2334.84
4306452,Dois Lajeados (RS),2313.98
4306502,Dom Feliciano (RS),2002.84
4306551,Dom Pedro de Alcântara (RS),2127.65
4306601,Dom Pedrito (RS),2077
4306700,Dona Francisca (RS),2065.33
4306734,Doutor Maurício Cardoso (RS),2345.21
4306759,Doutor Ricardo (RS),2003.51
4306767,Eldorado do Sul (RS),3848.08
4306809,Encantado (RS),2142.81
4306908,Encruzilhada do Sul (RS),2156.82
4306924,Engenho Velho (RS),1712.11
4306932,Entre-Ijuís (RS),2355.27
4306957,Entre Rios do Sul (RS),2429.13
4306973,Erebango (RS),2571.75
4307005,Erechim (RS),2410.71
4307054,Ernestina (RS),2019.05
4307104,Herval (RS),1925.78
4307203,Erval Grande (RS),1994.15
4307302,Erval Seco (RS),2184.95
4307401,Esmeralda (RS),2614.5
4307450,Esperança do Sul (RS),2294.71
4307500,Espumoso (RS),2375.5
4307559,Estação (RS),2575.14
4307609,Estância Velha (RS),2083.08
4307708,Esteio (RS),2704.71
4307807,Estrela (RS),2301.73
4307815,Estrela Velha (RS),2429.6
4307831,Eugênio de Castro (RS),2844.49
4307864,Fagundes Varela (RS),2236.38
4307906,Farroupilha (RS),2728.02
4308003,Faxinal do Soturno (RS),2078.76
4308052,Faxinalzinho (RS),2095.72
4308078,Fazenda Vilanova (RS),1940.24
4308102,Feliz (RS),2102.14
4308201,Flores da Cunha (RS),2650.88
4308250,Floriano Peixoto (RS),2206.19
4308300,Fontoura Xavier (RS),2206.25
4308409,Formigueiro (RS),2181.74
4308433,Forquetinha (RS),1760.31
4308458,Fortaleza dos Valos (RS),2492.73
4308508,Frederico Westphalen (RS),2075.02
4308607,Garibaldi (RS),2519.75
4308656,Garruchos (RS),3939.21
4308706,Gaurama (RS),2146.71
4308805,General Câmara (RS),1786.12
4308854,Gentil (RS),2101.17
4308904,Getúlio Vargas (RS),2286.77
4309001,Giruá (RS),2179.99
4309050,Glorinha (RS),2581.04
4309100,Gramado (RS),2505.67
4309126,Gramado dos Loureiros (RS),2311.99
4309159,Gramado Xavier (RS),2437.13
4309209,Gravataí (RS),2881.64
4309258,Guabiju (RS),2133.39
4309308,Guaíba (RS),3288.11
4309407,Guaporé (RS),2020.09
4309506,Guarani das Missões (RS),2202.87
4309555,Harmonia (RS),2384.78
4309571,Herveiras (RS),2581.97
4309605,Horizontina (RS),3569.97
4309654,Hulha Negra (RS),1999.43
4309704,Humaitá (RS),1909.46
4309753,Ibarama (RS),1974.69
4309803,Ibiaçá (RS),2152.34
4309902,Ibiraiaras (RS),2323.46
4309951,Ibirapuitã (RS),2159.16
4310009,Ibirubá (RS),2653.09
4310108,Igrejinha (RS),2057.49
4310207,Ijuí (RS),2640.96
4310306,Ilópolis (RS),1978.62
4310330,Imbé (RS),1948.25
4310363,Imigrante (RS),2618.46
4310405,Independência (RS),2401
4310413,Inhacorá (RS),1967.83
4310439,Ipê (RS),2067.35
4310462,Ipiranga do Sul (RS),2705.62
4310504,Iraí (RS),1854.45
4310538,Itaara (RS),2268.08
4310553,Itacurubi (RS),2122.63
4310579,Itapuca (RS),2226.64
4310603,Itaqui (RS),2230.32
4310652,Itati (RS),1920.1
4310702,Itatiba do Sul (RS),1958.29
4310751,Ivorá (RS),2849.22
4310801,Ivoti (RS),2385.55
4310850,Jaboticaba (RS),2100.42
4310876,Jacuizinho (RS),2205.25
4310900,Jacutinga (RS),2063.01
4311007,Jaguarão (RS),2029.49
4311106,Jaguari (RS),2121.82
4311122,Jaquirana (RS),1874.21
4311130,Jari (RS),2522.48
4311155,Jóia (RS),2814.87
4311205,Júlio de Castilhos (RS),2321.73
4311239,Lagoa Bonita do Sul (RS),1993.33
4311254,Lagoão (RS),1920.61
4311270,Lagoa dos Três Cantos (RS),2569.93
4311304,Lagoa Vermelha (RS),1972.5
4311403,Lajeado (RS),2322.76
4311429,Lajeado do Bugre (RS),1959.25
4311502,Lavras do Sul (RS),2032.7
4311601,Liberato Salzano (RS),1981.99
4311627,Lindolfo Collor (RS),2118.81
4311643,Linha Nova (RS),2206.97
4311700,Machadinho (RS),2011.58
4311718,Maçambará (RS),2361.26
4311734,Mampituba (RS),2064.24
4311759,Manoel Viana (RS),2072.69
4311775,Maquiné (RS),1928.56
4311791,Maratá (RS),2020.54
4311809,Marau (RS),2323.25
4311908,Marcelino Ramos (RS),2165.27
4311981,Mariana Pimentel (RS),2237.81
4312005,Mariano Moro (RS),2220.27
4312054,Marques de Souza (RS),1868.66
4312104,Mata (RS),2110.76
4312138,Mato Castelhano (RS),2219.17
4312153,Mato Leitão (RS),1937.85
4312179,Mato Queimado (RS),2299.66
4312203,Maximiliano de Almeida (RS),1850.69
4312252,Minas do Leão (RS),2158.19
4312302,Miraguaí (RS),1688.96
4312351,Montauri (RS),2268.63
4312377,Monte Alegre dos Campos (RS),1964.32
4312385,Monte Belo do Sul (RS),2687.88
4312401,Montenegro (RS),2726.13
4312427,Mormaço (RS),2154.79
4312443,Morrinhos do Sul (RS),2284.05
4312450,Morro Redondo (RS),1892.85
4312476,Morro Reuter (RS),1948.22
4312500,Mostardas (RS),1831.83
4312609,Muçum (RS),1690.04
4312617,Muitos Capões (RS),2433.61
4312625,Muliterno (RS),1694.58
4312658,Não-Me-Toque (RS),2984.84
4312674,Nicolau Vergueiro (RS),2498.42
4312708,Nonoai (RS),2106.91
4312757,Nova Alvorada (RS),2627.61
4312807,Nova Araçá (RS),2022.09
4312906,Nova Bassano (RS),2670.84
4312955,Nova Boa Vista (RS),2325.57
4313003,Nova Bréscia (RS),2186.95
4313011,Nova Candelária (RS),2302.13
4313037,Nova Esperança do Sul (RS),1694.92
4313060,Nova Hartz (RS),1755.91
4313086,Nova Pádua (RS),2505.44
4313102,Nova Palma (RS),2425.83
4313201,Nova Petrópolis (RS),2231
4313300,Nova Prata (RS),2372.66
4313334,Nova Ramada (RS),2827.17
4313359,Nova Roma do Sul (RS),2627.39
4313375,Nova Santa Rita (RS),2833.31
4313391,Novo Cabrais (RS),2114.75
4313409,Novo Hamburgo (RS),2449.31
4313425,Novo Machado (RS),2486.1
4313441,Novo Tiradentes (RS),2282.13
4313466,Novo Xingu (RS),2217.96
4313490,Novo Barreiro (RS),2037.75
4313508,Osório (RS),2525.45
4313607,Paim Filho (RS),1948.4
4313656,Palmares do Sul (RS),2262.09
4313706,Palmeira das Missões (RS),2347.11
4313805,Palmitinho (RS),1767.68
4313904,Panambi (RS),2922.64
4313953,Pantano Grande (RS),2067.05
4314001,Paraí (RS),2080.8
4314027,Paraíso do Sul (RS),2170.64
4314035,Pareci Novo (RS),2266.77
